timestamp,total_power,fridge,dryer,coffee machine,kettle,washing machine,pc,freezer,occupancy,weather,tod_slot,tariff,cost
2012-06-02 23:00:00,1013.46,46.95,0.04,0.04,0,754.28,195.38,16.77,1,Summer,off-peak hour,0.10,101.35
2012-06-03 0:00:00,625.65,25.45,0.06,0.03,0,423.88,155.65,20.58,1,Summer,off-peak hour,0.10,62.57
2012-06-03 1:00:00,101.61,19.78,0.05,0.03,0,41.32,25.78,14.65,1,Summer,off-peak hour,0.10,10.16
2012-06-03 2:00:00,111.54,33.55,0.05,0.01,0,41.23,14.71,21.99,1,Summer,off-peak hour,0.10,11.15
2012-06-03 3:00:00,77.64,5.9,0.05,0.01,0,43.36,14.7,13.62,1,Summer,off-peak hour,0.10,7.76
2012-06-03 4:00:00,114.66,38.44,0.06,0.03,0,39.15,14.73,22.25,1,Summer,off-peak hour,0.10,11.47
2012-06-03 5:00:00,104.76,1.56,0.04,0.04,0,74.87,14.69,13.56,1,Summer,off-peak hour,0.10,10.48
2012-06-03 6:00:00,116.86,41.57,0.05,0.01,0,38.82,14.66,21.75,1,Summer,off-peak hour,0.10,11.69
2012-06-03 7:00:00,418.28,1.23,0.05,0.03,0,387.01,14.7,15.26,1,Summer,off-peak hour,0.10,41.83
2012-06-03 8:00:00,1422.31,38.65,0.05,0,0,1348.97,14.6,20.04,1,Summer,off-peak hour,0.10,142.23
2012-06-03 9:00:00,418.98,7.01,189.34,0.01,0,193.33,12.58,16.71,0,Summer,off-peak hour,0.10,41.90
2012-06-03 10:00:00,871.12,31.68,768.77,0.01,0,42.57,9.69,18.4,0,Summer,off-peak hour,0.10,87.11
2012-06-03 11:00:00,902.79,10.72,819.16,0,0,44.87,9.69,18.35,1,Summer,off-peak hour,0.10,90.28
2012-06-03 12:00:00,908.55,20.62,816.49,0.04,0,45.1,9.68,16.62,1,Summer,off-peak hour,0.10,90.86
2012-06-03 13:00:00,158.63,19.64,64.66,0.05,0,44.29,9.67,20.32,1,Summer,off-peak hour,0.10,15.86
2012-06-03 14:00:00,169.55,18.53,0.04,0.01,72.99,53.69,9.68,14.61,1,Summer,off-peak hour,0.10,16.96
2012-06-03 15:00:00,204.82,30.29,0.05,0.01,0.81,141.62,9.66,22.38,1,Summer,off-peak hour,0.10,20.48
2012-06-03 16:00:00,762.44,1.21,0.06,0.01,1,714.14,32.86,13.16,1,Summer,off-peak hour,0.10,76.24
2012-06-03 17:00:00,892.38,52.34,0.07,0,1,787.18,29.24,22.55,1,Summer,off-peak hour,0.10,89.24
2012-06-03 18:00:00,947.41,8.11,0.07,0,1,910.39,13.85,13.99,1,Summer,peak hour,0.22,208.43
2012-06-03 19:00:00,310.24,41.82,0.05,0.02,1,232.35,13.82,21.18,1,Summer,peak hour,0.22,68.25
2012-06-03 20:00:00,480.62,26.59,0.05,0.01,1,402.88,29.75,20.34,1,Summer,peak hour,0.22,105.74
2012-06-03 21:00:00,201.36,13.53,0.07,0.07,1,156.66,9.67,20.36,1,Summer,peak hour,0.22,44.30
2012-06-03 22:00:00,797.68,35.81,0.06,0.04,1,734.12,9.65,17,1,Summer,peak hour,0.22,175.49
2012-06-03 23:00:00,462.74,1.31,0.05,0.01,1,430.77,9.67,19.93,1,Summer,off-peak hour,0.10,46.27
2012-06-04 0:00:00,120.1,41.51,0.05,0.01,1,51.39,9.7,16.44,1,Summer,off-peak hour,0.10,12.01
2012-06-04 1:00:00,79.75,2.84,0.06,0.03,1,46.21,9.68,19.93,1,Summer,off-peak hour,0.10,7.98
2012-06-04 2:00:00,91.94,20.3,0.05,0.03,1,44.75,9.67,16.14,1,Summer,off-peak hour,0.10,9.19
2012-06-04 3:00:00,114.65,23.53,0.05,0.02,1,60.03,9.7,20.32,1,Summer,off-peak hour,0.10,11.47
2012-06-04 4:00:00,155.79,1.31,0.04,0.01,1,128.09,9.65,15.69,1,Summer,off-peak hour,0.10,15.58
2012-06-04 5:00:00,251.31,41.45,0.05,0.02,1,177.91,9.7,21.18,1,Summer,off-peak hour,0.10,25.13
2012-06-04 6:00:00,101.56,1.42,0.06,0.04,1,74.62,9.69,14.73,1,Summer,off-peak hour,0.10,10.16
2012-06-04 7:00:00,152.16,27.8,0.05,0.03,1,92.31,9.69,21.28,1,Summer,off-peak hour,0.10,15.22
2012-06-04 8:00:00,280.29,22.82,0.05,0.02,1,231.86,9.85,14.69,0,Summer,off-peak hour,0.10,28.03
2012-06-04 9:00:00,117.17,2.23,0.05,0.01,1,82.11,9.82,21.95,0,Summer,off-peak hour,0.10,11.72
2012-06-04 10:00:00,132.04,51.64,0.08,0.02,1,54.03,9.68,15.59,0,Summer,off-peak hour,0.10,13.20
2012-06-04 11:00:00,368.15,8.17,0.05,0.04,1,325.98,9.7,23.21,0,Summer,off-peak hour,0.10,36.82
2012-06-04 12:00:00,635.91,47.36,0.06,0.03,1,563.42,9.68,14.36,1,Summer,off-peak hour,0.10,63.59
2012-06-04 13:00:00,198.12,8.39,0.04,0.05,0.94,157.16,9.66,21.88,1,Summer,off-peak hour,0.10,19.81
2012-06-04 14:00:00,147.32,49.21,0.05,0.01,0,72.43,9.7,15.92,1,Summer,off-peak hour,0.10,14.73
2012-06-04 15:00:00,151.63,45.71,0.05,0.02,0,75.67,9.68,20.5,1,Summer,off-peak hour,0.10,15.16
2012-06-04 16:00:00,100.51,6.59,0.05,0.04,0,67.35,9.69,16.79,1,Summer,off-peak hour,0.10,10.05
2012-06-04 17:00:00,194.04,29.41,0.05,0.01,89.68,46.05,9.69,19.15,1,Summer,off-peak hour,0.10,19.40
2012-06-04 18:00:00,116.89,13.37,0.07,0.05,0,75.52,9.8,18.08,1,Summer,peak hour,0.22,25.72
2012-06-04 19:00:00,397.57,43.31,0.1,0.04,0.14,333.02,8.16,12.8,1,Summer,peak hour,0.22,87.47
2012-06-04 20:00:00,768.78,37.54,0.01,0.04,0.07,704.69,8.93,17.5,1,Summer,peak hour,0.22,169.13
2012-06-04 21:00:00,505.16,1.21,0.03,0.05,0.04,478.62,9.23,15.98,1,Summer,peak hour,0.22,111.14
2012-06-04 22:00:00,120.3,21.18,0.02,0.06,0.03,69.66,9.31,20.04,1,Summer,peak hour,0.22,26.47
2012-06-04 23:00:00,90.68,18.32,0.06,0.02,0,48.03,9.68,14.57,1,Summer,off-peak hour,0.10,9.07
2012-06-05 0:00:00,79.22,1.28,0.05,0.03,0,45.77,9.69,22.4,1,Summer,off-peak hour,0.10,7.92
2012-06-05 1:00:00,105.09,38.71,0.05,0.04,0,43.4,9.68,13.21,1,Summer,off-peak hour,0.10,10.51
2012-06-05 2:00:00,79.83,1.29,0.05,0.03,0,46.2,9.68,22.58,1,Summer,off-peak hour,0.10,7.98
2012-06-05 3:00:00,85.19,16.38,0.05,0.04,0,44.51,9.66,14.55,1,Summer,off-peak hour,0.10,8.52
2012-06-05 4:00:00,100.45,24.18,0.05,0.02,0,45.53,9.69,20.98,1,Summer,off-peak hour,0.10,10.05
2012-06-05 5:00:00,129.89,1.4,0.05,0.02,0,102.39,9.68,16.35,1,Summer,off-peak hour,0.10,12.99
2012-06-05 6:00:00,120.11,48.21,0.05,0.02,0,43.03,9.69,19.11,1,Summer,off-peak hour,0.10,12.01
2012-06-05 7:00:00,160.41,1.5,0.05,71.58,59.45,0.09,9.67,18.16,1,Summer,off-peak hour,0.10,16.04
2012-06-05 8:00:00,150.64,28.19,0.05,38.03,0,57.42,9.7,17.25,1,Summer,off-peak hour,0.10,15.06
2012-06-05 9:00:00,124.56,16.05,0.06,31.56,0,46.98,9.69,20.22,1,Summer,off-peak hour,0.10,12.46
2012-06-05 10:00:00,70.08,7.85,0.07,37.29,0,0.1,9.62,15.25,1,Summer,off-peak hour,0.10,7.01
2012-06-05 11:00:00,231.09,37.53,0.05,0.02,57.53,104.24,9.69,22.03,1,Summer,off-peak hour,0.10,23.11
2012-06-05 12:00:00,141.85,4.02,0.05,0.04,40.69,73.99,9.68,13.38,1,Summer,off-peak hour,0.10,14.19
2012-06-05 13:00:00,205.21,37.36,0.05,72.41,0,3.87,69.24,22.28,0,Summer,off-peak hour,0.10,20.52
2012-06-05 14:00:00,70.2,6.87,0.06,0,0,38.73,9.7,14.84,0,Summer,off-peak hour,0.10,7.02
2012-06-05 15:00:00,93.64,21.45,0.05,0.02,0,41.05,9.69,21.38,0,Summer,off-peak hour,0.10,9.36
2012-06-05 16:00:00,96.17,27.25,0.08,0.03,0,43.76,9.64,15.41,0,Summer,off-peak hour,0.10,9.62
2012-06-05 17:00:00,136.95,3.95,0.04,0.02,58.47,44.74,9.71,20.02,0,Summer,off-peak hour,0.10,13.70
2012-06-05 18:00:00,346.26,48.53,0.05,0.02,0,270.79,9.69,17.18,0,Summer,peak hour,0.22,76.18
2012-06-05 19:00:00,217.95,3.26,0.07,0.07,0,186.56,9.67,18.32,0,Summer,peak hour,0.22,47.95
2012-06-05 20:00:00,127.25,35.26,0.05,0.07,0,63.07,9.71,19.09,1,Summer,peak hour,0.22,28.00
2012-06-05 21:00:00,110.12,10.71,0.07,0.07,0,72.69,10.19,16.39,1,Summer,peak hour,0.22,24.23
2012-06-05 22:00:00,314.47,13.59,0.06,0.04,0,132.09,148.1,20.59,1,Summer,peak hour,0.22,69.18
2012-06-05 23:00:00,160.64,31.66,0.05,0.02,0,44.9,69.16,14.85,1,Summer,off-peak hour,0.10,16.06
2012-06-06 0:00:00,85.74,3.96,0.05,0.06,0,44.85,14.67,22.15,1,Summer,off-peak hour,0.10,8.57
2012-06-06 1:00:00,109.21,41.09,0.07,0.01,0,40.03,14.61,13.4,1,Summer,off-peak hour,0.10,10.92
2012-06-06 2:00:00,84.9,4.68,0.05,0.02,0,43.12,14.67,22.36,1,Summer,off-peak hour,0.10,8.49
2012-06-06 3:00:00,94.62,21.44,0.05,0.02,0,43.96,14.67,14.48,1,Summer,off-peak hour,0.10,9.46
2012-06-06 4:00:00,786.1,24.75,0.05,0.07,0,725.78,14.66,20.79,1,Summer,off-peak hour,0.10,78.61
2012-06-06 5:00:00,256.44,6.23,0.05,0.08,0,219.23,14.63,16.22,1,Summer,off-peak hour,0.10,25.64
2012-06-06 6:00:00,113.21,40.15,0.05,0.05,0,38.86,14.68,19.42,1,Summer,off-peak hour,0.10,11.32
2012-06-06 7:00:00,102.92,3.87,0.05,0.04,0,66.87,14.64,17.45,1,Summer,off-peak hour,0.10,10.29
2012-06-06 8:00:00,406.82,34.37,50.57,0.08,56.21,232.91,14.56,18.12,1,Summer,off-peak hour,0.10,40.68
2012-06-06 9:00:00,1598.3,19.72,733.9,52.14,0,759,14.57,18.97,1,Summer,off-peak hour,0.10,159.83
2012-06-06 10:00:00,1298.24,15.1,808.63,8.45,0,434.9,14.64,16.52,1,Summer,off-peak hour,0.10,129.82
2012-06-06 11:00:00,546.92,38.3,166.57,0.04,0,302.32,14.66,25.03,1,Summer,off-peak hour,0.10,54.69
2012-06-06 12:00:00,127.72,4.45,0.05,77.11,0,13.66,14.68,17.77,1,Summer,off-peak hour,0.10,12.77
2012-06-06 13:00:00,120.61,45.44,0.06,0.02,0,40.45,14.58,20.06,1,Summer,off-peak hour,0.10,12.06
2012-06-06 14:00:00,79.62,3.91,0.07,0.01,0,44.82,14.63,16.18,1,Summer,off-peak hour,0.10,7.96
2012-06-06 15:00:00,107.34,31.96,0.07,0.01,0,40.1,14.56,20.64,1,Summer,off-peak hour,0.10,10.73
2012-06-06 16:00:00,98.46,14.84,0.05,0.01,0.69,53.05,14.82,15,0,Summer,off-peak hour,0.10,9.85
2012-06-06 17:00:00,856.6,29.93,0.05,0.03,0.73,789.57,14.66,21.63,0,Summer,off-peak hour,0.10,85.66
2012-06-06 18:00:00,595.14,45.07,0.06,0.05,0,520.79,14.63,14.54,0,Summer,peak hour,0.22,130.93
2012-06-06 19:00:00,148.32,1.42,0.07,0.07,19.5,90.48,14.64,22.14,0,Summer,peak hour,0.22,32.63
2012-06-06 20:00:00,245.93,46.06,0.07,0.08,34.98,130.68,14.59,19.47,0,Summer,peak hour,0.22,54.10
2012-06-06 21:00:00,594.83,4.99,0.06,0.08,0,555.21,14.5,19.99,1,Summer,peak hour,0.22,130.86
2012-06-06 22:00:00,874.16,29.95,0.05,0.02,0,809.32,14.63,20.19,1,Summer,peak hour,0.22,192.32
2012-06-06 23:00:00,91.6,15.05,0.05,0.03,0,47.55,14.65,14.27,1,Summer,off-peak hour,0.10,9.16
2012-06-07 0:00:00,102.27,13.98,0.06,0.02,0,51.33,14.7,22.18,1,Summer,off-peak hour,0.10,10.23
2012-06-07 1:00:00,109.89,32.11,0.05,0.02,0,46.92,14.68,16.11,1,Summer,off-peak hour,0.10,10.99
2012-06-07 2:00:00,85.01,3.97,0.05,0.08,0,47.8,14.69,18.42,1,Summer,off-peak hour,0.10,8.50
2012-06-07 3:00:00,119.73,38.91,0.05,0,0,45.77,14.68,20.32,1,Summer,off-peak hour,0.10,11.97
2012-06-07 4:00:00,91.79,5.84,0.05,0.01,0,57.45,14.68,13.76,1,Summer,off-peak hour,0.10,9.18
2012-06-07 5:00:00,430,18.83,0.05,0.02,0,374.35,14.6,22.15,1,Summer,off-peak hour,0.10,43.00
2012-06-07 6:00:00,240.06,28.6,0.05,0.04,0,180.42,14.66,16.29,1,Summer,off-peak hour,0.10,24.01
2012-06-07 7:00:00,108.02,3.88,0.05,0.06,0,71.61,14.69,17.73,1,Summer,off-peak hour,0.10,10.80
2012-06-07 8:00:00,370.45,42.44,0.05,0.04,73.2,218.94,14.95,20.83,1,Summer,off-peak hour,0.10,37.05
2012-06-07 9:00:00,188.03,17.72,0.05,0.02,0,145.15,11.61,13.48,1,Summer,off-peak hour,0.10,18.80
2012-06-07 10:00:00,98.85,12.15,0.06,0.02,0,55.15,9.7,21.77,1,Summer,off-peak hour,0.10,9.89
2012-06-07 11:00:00,120.64,33.63,0.05,0.02,0,59.02,11.08,16.84,1,Summer,off-peak hour,0.10,12.06
2012-06-07 12:00:00,199.43,31.58,0.05,0.03,0,134.89,9.64,23.24,1,Summer,off-peak hour,0.10,19.94
2012-06-07 13:00:00,510.71,46.53,0.05,0.02,0,436.72,9.69,17.7,0,Summer,off-peak hour,0.10,51.07
2012-06-07 14:00:00,122.53,44.79,0.05,0.02,0,41.96,9.67,26.04,0,Summer,off-peak hour,0.10,12.25
2012-06-07 15:00:00,114.3,44.21,0.05,0.02,0,40.82,9.69,19.51,0,Summer,off-peak hour,0.10,11.43
2012-06-07 16:00:00,78.59,6.35,0.05,0.05,0,42.17,9.7,20.27,0,Summer,off-peak hour,0.10,7.86
2012-06-07 17:00:00,133.56,20.46,0.05,0.01,30.66,50.87,9.66,21.85,1,Summer,off-peak hour,0.10,13.36
2012-06-07 18:00:00,151.93,39.01,0.05,0.03,0,83.09,9.69,20.06,1,Summer,peak hour,0.22,33.42
2012-06-07 19:00:00,133.33,1.81,0.05,0.05,0,104.06,9.7,17.66,1,Summer,peak hour,0.22,29.33
2012-06-07 20:00:00,124.07,44.66,0.06,0.03,0,49.5,9.73,20.09,1,Summer,peak hour,0.22,27.30
2012-06-07 21:00:00,519,4.01,0.07,0.06,0,487.29,9.69,17.88,1,Summer,peak hour,0.22,114.18
2012-06-07 22:00:00,837.62,17.24,0.06,0.02,0,789.67,9.66,20.97,1,Summer,peak hour,0.22,184.28
2012-06-07 23:00:00,122.14,26.08,0.05,0.04,0,70.11,9.71,16.15,1,Summer,off-peak hour,0.10,12.21
2012-06-08 0:00:00,82.95,1.22,0.05,0.03,0,50.61,9.68,21.36,1,Summer,off-peak hour,0.10,8.30
2012-06-08 1:00:00,110.98,39.4,0.05,0.03,0,46.51,9.68,15.31,1,Summer,off-peak hour,0.10,11.10
2012-06-08 2:00:00,78.77,1.11,0.07,0.06,0,46.45,9.66,21.42,1,Summer,off-peak hour,0.10,7.88
2012-06-08 3:00:00,91.02,18.25,0.05,0.02,0,47.69,9.7,15.31,1,Summer,off-peak hour,0.10,9.10
2012-06-08 4:00:00,100.88,22.59,0.05,0.02,0,47.11,9.69,21.42,1,Summer,off-peak hour,0.10,10.09
2012-06-08 5:00:00,104.04,1.45,0.04,0.02,0,77.6,9.7,15.23,1,Summer,off-peak hour,0.10,10.40
2012-06-08 6:00:00,142.38,41.89,0.05,0.01,0,69.41,9.69,21.33,1,Summer,off-peak hour,0.10,14.24
2012-06-08 7:00:00,88.97,1.31,0.05,0.02,0,62.78,9.69,15.12,1,Summer,off-peak hour,0.10,8.90
2012-06-08 8:00:00,227.33,32.27,0.05,95.9,48.31,15.59,13.85,21.36,1,Summer,off-peak hour,0.10,22.73
2012-06-08 9:00:00,148.61,16.88,0.06,0,0,106.76,9.7,15.21,1,Summer,off-peak hour,0.10,14.86
2012-06-08 10:00:00,73.88,1.15,0.07,0,0,41.89,9.66,21.11,1,Summer,off-peak hour,0.10,7.39
2012-06-08 11:00:00,156.62,41.33,0.06,0.02,45.36,44.77,9.67,15.41,1,Summer,off-peak hour,0.10,15.66
2012-06-08 12:00:00,182.06,1.2,0.05,67.28,0,82.22,10.23,21.08,1,Summer,off-peak hour,0.10,18.21
2012-06-08 13:00:00,141.29,25.57,0.07,0.04,25.08,65.29,9.7,15.54,1,Summer,off-peak hour,0.10,14.13
2012-06-08 14:00:00,94.94,17.42,0.05,0.06,0,46.48,9.7,21.23,1,Summer,off-peak hour,0.10,9.49
2012-06-08 15:00:00,1023.69,1.18,0.06,0.06,0,997.43,9.68,15.28,1,Summer,off-peak hour,0.10,102.37
2012-06-08 16:00:00,336.81,41.21,0.05,0.03,0,264.24,9.69,21.59,1,Summer,off-peak hour,0.10,33.68
2012-06-08 17:00:00,470.1,2.06,0.05,0.05,0,443.3,9.88,14.76,1,Summer,off-peak hour,0.10,47.01
2012-06-08 18:00:00,338.58,36.9,0.06,0.09,0,270.37,9.68,21.48,1,Summer,peak hour,0.22,74.49
2012-06-08 19:00:00,486.14,16.97,0.07,0.1,0,444.31,9.63,15.06,1,Summer,peak hour,0.22,106.95
2012-06-08 20:00:00,408.4,17.2,0.35,93.85,0,213.26,62.29,21.45,1,Summer,peak hour,0.22,89.85
2012-06-08 21:00:00,822.58,26.31,585.85,34.55,0,81.96,78.74,15.17,1,Summer,peak hour,0.22,180.97
2012-06-08 22:00:00,1311.86,1.16,815.77,36.81,0,409.54,27.04,21.54,1,Summer,peak hour,0.22,288.61
2012-06-08 23:00:00,1535.55,39.35,800.27,0,0.03,672.2,9.37,14.33,1,Summer,off-peak hour,0.10,153.56
2012-06-09 0:00:00,246.05,1.19,28.38,0.02,0,185.46,9.68,21.32,1,Summer,off-peak hour,0.10,24.61
2012-06-09 1:00:00,87.11,16.06,0.58,0.02,0,45.63,9.66,15.16,1,Summer,off-peak hour,0.10,8.71
2012-06-09 2:00:00,107.13,26.78,0.57,0.03,0,47.7,9.67,22.38,1,Summer,off-peak hour,0.10,10.71
2012-06-09 3:00:00,74.57,3.98,0.55,0.02,0,46.2,9.68,14.14,1,Summer,off-peak hour,0.10,7.46
2012-06-09 4:00:00,117.49,40,0.55,0.01,0,44.73,9.68,22.52,1,Summer,off-peak hour,0.10,11.75
2012-06-09 5:00:00,268.2,6.9,0.54,0.02,0,236.89,9.69,14.16,1,Summer,off-peak hour,0.10,26.82
2012-06-09 6:00:00,296.85,21.83,0.55,0.01,40.93,201.97,9.69,21.87,1,Summer,off-peak hour,0.10,29.69
2012-06-09 7:00:00,165.96,28.01,0.56,70.37,0,42.27,9.7,15.05,1,Summer,off-peak hour,0.10,16.60
2012-06-09 8:00:00,146.97,4.12,0.55,42.27,0,68.47,9.72,21.84,1,Summer,off-peak hour,0.10,14.70
2012-06-09 9:00:00,270.96,43.45,0.54,0,0,202.32,9.78,14.87,1,Summer,off-peak hour,0.10,27.10
2012-06-09 10:00:00,178.12,10.53,0.5,0.01,0,134.92,10.42,21.74,0,Summer,off-peak hour,0.10,17.81
2012-06-09 11:00:00,142.22,19.18,0.05,0.02,0,98.48,9.74,14.75,0,Summer,off-peak hour,0.10,14.22
2012-06-09 12:00:00,190.09,28.55,0.07,0.05,42.03,87.52,9.71,22.16,0,Summer,off-peak hour,0.10,19.01
2012-06-09 13:00:00,125.47,8.53,0.06,0.03,0,93.05,9.67,14.13,0,Summer,off-peak hour,0.10,12.55
2012-06-09 14:00:00,130.32,39.35,0.06,58.94,0,0.08,9.7,22.27,0,Summer,off-peak hour,0.10,13.03
2012-06-09 15:00:00,78.84,8.71,0.05,0,0,46.12,9.69,14.27,0,Summer,off-peak hour,0.10,7.88
2012-06-09 16:00:00,123.5,49.49,0.05,0.01,0,41.92,9.73,22.3,1,Summer,off-peak hour,0.10,12.35
2012-06-09 17:00:00,910.22,14.81,0.07,0.02,0,871.65,9.72,13.95,0,Summer,off-peak hour,0.10,91.02
2012-06-09 18:00:00,933.29,33.35,0.07,0.02,29.95,837.23,9.71,22.96,0,Summer,peak hour,0.22,205.32
2012-06-09 19:00:00,558.99,47.01,0.07,0.05,0,486.37,9.7,15.79,0,Summer,peak hour,0.22,122.98
2012-06-09 20:00:00,1358.71,45.23,0.06,0.06,0,1279.64,9.6,24.12,0,Summer,peak hour,0.22,298.92
2012-06-09 21:00:00,604.62,27.32,0.06,0.08,0,550.43,9.65,17.08,1,Summer,peak hour,0.22,133.02
2012-06-09 22:00:00,208.32,10.93,0.06,0.03,0,164.44,9.68,23.18,1,Summer,peak hour,0.22,45.83
2012-06-09 23:00:00,97.52,35.68,0.05,0.02,0,37.82,9.71,14.24,1,Summer,off-peak hour,0.10,9.75
2012-06-10 0:00:00,81.43,0.96,0.05,0.04,0,47.89,9.71,22.78,1,Summer,off-peak hour,0.10,8.14
2012-06-10 1:00:00,99.38,37.78,0.05,0.03,0,37.94,9.69,13.89,1,Summer,off-peak hour,0.10,9.94
2012-06-10 2:00:00,78.12,2.28,0.04,0.01,0,43.3,9.67,22.82,1,Summer,off-peak hour,0.10,7.81
